make,model,year,mileage_km,engine_cc,auction_grade,winning_bid_jpy,auction_date
Porsche,Cayenne,2015,77315,2000,3.6,1203187,2025-08-13
Mazda,CX-5,2019,48624,3000,3.8,1164435,2024-04-02
Honda,Accord,2022,27660,2500,5.4,1440739,2024-11-29
Porsche,911 Carrera,2020,43700,3500,4.1,3777726,2024-12-03
Subaru,Forester,2023,9106,2500,4.4,980746,2024-04-17
Porsche,Macan,2016,83798,2000,3.3,1263785,2023-11-01
Subaru,Forester,2021,34587,1500,4.0,970703,2024-07-27
Mazda,CX-5,2024,1000,2500,4.9,1216201,2025-03-27
Subaru,Outback,2020,45745,1500,3.7,1368925,2025-03-09
Lexus,NX,2024,3699,2500,4.2,7303420,2025-02-16
Mitsubishi,Lancer Evolution,2017,73283,2500,3.9,500000,2024-05-12
Mazda,RX-7,2021,37787,2500,4.1,1433434,2024-09-29
Honda,NSX,2019,65528,3000,3.3,975109,2025-01-25
Subaru,WRX STI,2021,43671,2500,4.3,2083582,2025-09-02
Toyota,Prado,2021,24302,3000,5.3,1370928,2025-09-23
Subaru,Forester,2023,12271,2500,4.7,1632359,2024-07-15
Lexus,NX,2022,16036,3000,5.0,6834006,2025-01-24
Mitsubishi,Outlander,2022,18778,1500,5.2,1199858,2024-12-25
Mazda,CX-5,2018,53350,3000,3.5,878243,2025-04-08
Nissan,X-Trail,2019,69166,1500,3.6,500000,2023-10-09
Subaru,Outback,2023,15270,2500,5.3,2048587,2024-03-13
Subaru,Forester,2016,67423,2000,3.1,500000,2025-03-03
Nissan,GT-R R35,2019,72765,3000,2.6,2704606,2024-05-19
Toyota,Land Cruiser,2021,25620,3500,5.2,3780974,2023-11-16
Honda,Accord,2016,84513,1500,2.8,500000,2024-11-07
Lexus,NX,2023,14896,3000,4.5,5552048,2024-02-06
Porsche,Macan,2018,90152,2500,3.0,2127956,2024-03-25
Subaru,Outback,2017,80144,2500,3.4,572403,2024-10-05
Porsche,911 Carrera,2016,79687,3500,3.7,2069673,2024-09-29
Toyota,Land Cruiser 300,2021,29753,3500,4.4,4459993,2023-10-12
Nissan,Patrol,2019,57577,3500,4.2,690104,2024-04-12
Lexus,LX 600,2015,72713,3500,3.6,786005,2025-03-26
Nissan,GT-R R35,2023,12136,3000,4.5,3748694,2025-08-28
Mitsubishi,Lancer Evolution,2020,53729,2000,4.3,1485105,2024-01-02
Mitsubishi,Lancer Evolution,2020,47205,2500,3.6,1051550,2025-08-19
Mazda,RX-7,2021,39325,2000,3.5,959877,2024-10-01
Subaru,WRX STI,2022,32135,2500,4.5,2343136,2025-03-09
Honda,Accord,2019,68805,1500,2.6,500000,2025-02-01
Mazda,CX-5,2024,1000,2000,4.3,1383515,2025-07-07
Mitsubishi,Pajero,2020,52656,1500,4.3,1438501,2024-09-24
Nissan,GT-R R35,2018,71637,3500,2.8,2096654,2025-08-16
Mazda,RX-7,2022,19428,2000,5.1,1904118,2023-12-07
Nissan,X-Trail,2022,22977,2000,5.3,1231366,2025-05-08
Lexus,LX 570,2020,35280,3500,3.8,4411363,2024-10-24
Lexus,LX 600,2015,88446,3500,2.7,850033,2023-10-15
Mazda,CX-9,2021,36101,2000,3.5,916316,2024-06-26
Porsche,911 Carrera,2024,1000,3500,5.2,8969555,2024-08-12
Mitsubishi,Lancer Evolution,2021,21806,2500,5.2,1969275,2024-05-08
Porsche,Macan,2017,54793,2000,3.7,2124077,2024-09-24
Lexus,LX 600,2019,38045,3500,4.1,4567397,2025-01-19
Honda,NSX,2023,17121,3000,5.2,2465733,2024-11-14
Honda,Accord,2020,31121,2000,3.7,894644,2024-06-30
Nissan,Patrol,2023,12982,3500,5.4,2462340,2024-07-15
Honda,CR-V,2024,1000,2000,4.5,1164505,2025-09-23
Lexus,GX 460,2018,76954,1500,3.4,1526939,2024-01-06
Mitsubishi,Lancer Evolution,2023,12458,2500,4.4,1238916,2024-11-26
Mitsubishi,Pajero,2024,3901,2000,5.1,949992,2024-07-13
Porsche,Cayenne,2017,86391,1500,2.7,2015904,2024-12-03
Mitsubishi,Lancer Evolution,2021,36308,2000,3.6,726607,2024-08-27
Subaru,Forester,2023,11154,2000,4.1,863911,2024-09-25
Mitsubishi,Pajero,2020,36835,2000,4.5,1471432,2025-10-02
Lexus,LX 600,2023,11693,3500,5.4,9731383,2024-05-13
Porsche,Cayenne,2022,21568,3000,4.7,5777298,2024-02-07
Subaru,WRX STI,2016,115847,2500,3.7,829749,2025-02-15
Mitsubishi,Lancer Evolution,2024,4773,2500,5.1,1170351,2025-07-26
Porsche,911 Carrera,2021,30600,3800,4.2,3030989,2025-03-19
Lexus,NX,2021,29597,2500,4.0,3568650,2024-04-18
Toyota,Prado,2024,1000,2000,4.5,2395524,2024-01-25
Mitsubishi,Pajero,2022,17293,1500,4.7,1736172,2023-12-28
Mazda,CX-9,2017,79689,2000,4.0,500000,2024-05-08
Subaru,Outback,2023,13289,2000,5.4,2816254,2024-07-05
Honda,Accord,2021,38048,2000,4.1,933673,2025-01-08
Porsche,911 Carrera,2022,22864,3000,4.2,4794163,2024-02-03
Nissan,Patrol,2018,46265,3500,3.8,522773,2025-08-08
Honda,Accord,2024,1000,2000,4.8,2366979,2025-07-06
Subaru,Outback,2019,75757,2000,3.8,696319,2024-07-26
Lexus,LX 570,2023,8529,3500,4.9,4554300,2024-09-15
Subaru,Outback,2019,42959,2500,3.6,1159835,2025-05-14
Lexus,NX,2021,44386,2000,3.8,4400335,2023-12-30
Lexus,LX 600,2023,12819,4500,4.8,4932964,2025-08-14
Subaru,WRX STI,2020,38235,2000,3.5,1140333,2024-10-31
Porsche,Cayenne,2021,41695,1500,3.8,3153366,2024-09-28
Toyota,Prado,2018,83300,1500,2.8,575550,2024-03-08
Subaru,Forester,2023,8987,2500,4.5,1934082,2025-07-14
Nissan,Patrol,2023,14615,3500,5.2,2776299,2024-06-15
Mitsubishi,Outlander,2023,13744,2000,4.1,1476138,2024-06-27
Porsche,Macan,2022,27766,1500,5.4,3698959,2025-05-10
Porsche,Cayenne,2019,52523,2500,4.3,2193772,2024-12-02
Lexus,LX 570,2021,36084,3500,4.3,5059079,2025-08-03
Honda,NSX,2022,30839,3500,4.2,2459148,2025-04-09
Porsche,Cayenne,2019,45286,2500,3.8,4195480,2024-05-25
Nissan,Patrol,2023,13710,4500,5.4,1841006,2025-09-20
Toyota,Land Cruiser,2020,56358,3500,3.9,1256719,2024-05-23
Mazda,CX-9,2023,17628,1500,4.7,1108776,2024-04-16
Mitsubishi,Outlander,2022,28320,2500,4.1,1260083,2025-06-27
Honda,NSX,2022,21509,3800,4.8,1944233,2024-02-13
Honda,Accord,2017,61804,2500,2.9,629123,2025-02-26
Toyota,Land Cruiser,2022,20755,4500,4.9,4318776,2025-04-04
Mazda,RX-7,2024,1000,2000,4.8,2127123,2024-01-14
Nissan,Patrol,2019,60085,3500,3.6,664264,2024-10-14
Honda,Accord,2016,79330,2500,3.5,500000,2024-03-18
Subaru,WRX STI,2016,118306,2000,3.5,638569,2024-11-13
Subaru,WRX STI,2018,75553,2000,2.9,585862,2025-07-06
Porsche,Cayenne,2020,34077,3000,3.7,4690778,2024-01-22
Nissan,GT-R R35,2017,94201,3500,3.1,1424057,2025-05-11
Lexus,NX,2020,37579,2000,3.8,2791791,2024-03-21
Toyota,Land Cruiser,2022,20220,5700,4.1,3893895,2025-04-29
Porsche,911 Carrera,2019,62203,3000,3.5,2134228,2025-02-01
Mazda,CX-9,2015,89566,3000,3.6,500000,2025-04-20
Porsche,911 Carrera,2019,64579,3000,3.9,1959238,2024-06-03
Lexus,LX 570,2017,95920,5700,2.8,1587492,2025-04-04
Porsche,Macan,2022,16868,2500,4.9,4427974,2025-04-02
Subaru,Outback,2020,46571,3000,3.7,1066875,2024-10-15
Subaru,Outback,2024,1000,1500,4.1,2003076,2024-08-21
Mitsubishi,Pajero,2024,1000,2000,5.1,835063,2023-10-18
Mazda,RX-7,2021,34811,2500,4.2,1045841,2025-02-23
Mitsubishi,Outlander,2018,74163,2500,2.9,500000,2024-08-17
Mitsubishi,Outlander,2019,41777,2000,4.2,1008519,2023-12-02
Nissan,Patrol,2022,32705,3500,4.3,1793355,2024-12-16
Mitsubishi,Pajero,2024,1167,2000,5.1,2467559,2025-02-24
Toyota,Land Cruiser,2021,36001,3500,4.1,2584666,2023-11-27
Honda,NSX,2019,73001,3500,3.7,1042171,2024-01-19
Nissan,Patrol,2022,25152,3500,4.7,1693243,2024-09-05
Nissan,Patrol,2024,1000,3500,4.7,796120,2024-10-27
Porsche,911 Carrera,2019,41877,3500,4.4,2292246,2025-07-29
Mazda,CX-9,2023,10188,2000,4.2,877435,2024-06-11
Mazda,CX-9,2016,105013,1500,3.7,517842,2025-07-09
Mazda,CX-9,2017,68680,2000,3.3,515292,2025-07-03
Mitsubishi,Outlander,2020,58092,2000,3.8,1325823,2024-07-18
Mitsubishi,Lancer Evolution,2024,1000,2000,5.4,2941715,2024-11-26
Toyota,Land Cruiser 300,2016,95020,3500,2.8,1582224,2025-07-15
Mitsubishi,Pajero,2022,30506,2500,3.9,1339970,2024-08-28
Toyota,Prado,2017,66722,2500,2.8,500000,2025-05-05
Mitsubishi,Pajero,2017,93542,1500,3.3,500000,2024-12-12
Lexus,LX 570,2016,77190,3500,2.9,1130938,2024-12-03
Nissan,Patrol,2016,94154,3500,2.9,500000,2024-05-28
Subaru,Outback,2020,42746,2000,4.1,1056809,2024-07-28
Honda,CR-V,2020,49109,2000,4.2,623162,2025-02-17
Honda,CR-V,2021,43595,2000,4.0,598851,2025-07-02
Mitsubishi,Pajero,2022,17149,1500,5.0,1026063,2024-10-04
Subaru,Forester,2020,37798,2500,3.9,500000,2024-09-11
Toyota,Land Cruiser 300,2023,11926,3500,4.9,7200466,2024-05-23
Lexus,LX 600,2018,78741,3500,3.8,3111722,2024-10-24
Subaru,Forester,2023,13250,2000,4.7,1020162,2024-08-12
Mitsubishi,Lancer Evolution,2023,7021,2500,4.6,2150482,2024-09-26
Toyota,Prado,2024,3773,2000,4.6,1822153,2024-03-25
Subaru,Outback,2024,1000,1500,4.6,2359376,2025-05-24
Subaru,Forester,2020,45865,3000,3.7,736208,2023-11-23
Honda,NSX,2020,41990,3000,4.2,1681576,2025-04-19
Subaru,Outback,2022,20664,1500,4.7,621044,2024-10-14
Subaru,WRX STI,2023,7503,2500,5.1,2745738,2025-06-05
Lexus,NX,2023,13801,2500,4.2,6074806,2024-07-30
Nissan,GT-R R35,2022,15328,3800,5.3,7394271,2025-05-10
Mitsubishi,Lancer Evolution,2024,1541,2500,5.3,2192697,2024-11-02
Porsche,Cayenne,2022,24798,1500,4.4,3710486,2024-09-30
Honda,CR-V,2019,46770,2000,4.4,940445,2025-10-04
Nissan,X-Trail,2018,76066,1500,3.7,767327,2024-07-26
Subaru,Outback,2023,10487,2000,5.4,2151557,2023-10-09
Mitsubishi,Lancer Evolution,2019,48628,2000,3.7,868368,2024-07-19
Mitsubishi,Pajero,2019,71303,2500,3.6,500000,2025-09-26
Mazda,RX-7,2016,83950,2500,2.5,500000,2023-10-21
Nissan,GT-R R35,2015,87907,3800,2.6,1011345,2024-11-06
Toyota,Land Cruiser,2019,69337,4500,3.9,2510313,2025-08-09
Toyota,Prado,2023,10510,2500,4.1,749055,2025-05-28
Porsche,911 Carrera,2024,3066,3500,5.3,10536235,2024-11-12
Honda,NSX,2018,61570,3000,2.5,566622,2025-02-11
Nissan,X-Trail,2023,11732,2000,4.3,646413,2025-02-19
Subaru,Forester,2023,8725,2500,5.3,2081710,2023-12-10
Mitsubishi,Pajero,2021,43022,2500,4.1,1736994,2025-09-30
Mitsubishi,Lancer Evolution,2023,11844,2000,4.3,1642161,2025-08-05
Honda,Accord,2024,1000,3000,4.3,2567876,2024-03-10
Subaru,Forester,2024,2151,2500,4.9,896117,2024-01-14
Toyota,Land Cruiser 300,2020,49702,4500,4.4,2771231,2024-09-16
Porsche,Macan,2021,40126,2500,3.8,2680105,2025-06-06
Toyota,Prado,2022,20562,2000,4.7,1736400,2025-01-10
Lexus,NX,2023,10925,1500,4.9,7270047,2024-06-27
Porsche,Cayenne,2023,15085,2500,4.7,5419053,2024-06-25
Nissan,Patrol,2017,73786,3500,3.4,559908,2023-12-26
Mazda,RX-7,2020,32122,2000,3.6,1406005,2024-03-07
Honda,CR-V,2024,1000,2500,5.3,2909998,2025-01-28
Honda,NSX,2018,63060,3800,4.0,593249,2025-05-24
Subaru,Outback,2024,1000,2500,5.3,992012,2025-04-19
Toyota,Land Cruiser 200,2019,77306,3500,3.8,2331209,2024-06-24
Mazda,CX-5,2016,65085,2000,2.8,500000,2025-09-05
Nissan,GT-R R35,2019,42334,3000,4.5,4326726,2025-10-03
Porsche,Macan,2024,2982,2000,4.5,5193336,2024-07-27
Nissan,GT-R R35,2018,57324,3000,3.5,1455696,2025-09-24
Porsche,Cayenne,2018,52597,2500,3.8,1794457,2025-01-08
Subaru,Forester,2016,81569,2000,3.7,500000,2025-05-18
Subaru,WRX STI,2021,28265,2000,4.4,1741743,2024-01-22
Toyota,Land Cruiser 300,2016,84385,3500,2.6,1064684,2024-08-18
Porsche,Macan,2020,49752,2500,4.3,4964156,2025-02-12
Mazda,CX-9,2019,74298,2000,3.8,655268,2025-07-11
Mitsubishi,Lancer Evolution,2018,79074,2000,3.2,775585,2025-04-15
Nissan,Patrol,2020,41672,4500,4.0,1263454,2025-07-02
Subaru,Forester,2017,99375,1500,3.4,528166,2024-09-16
Nissan,GT-R R35,2021,29352,3500,4.6,5327274,2024-06-22
Toyota,Prado,2017,62864,2000,2.8,500000,2024-06-16
Mazda,RX-7,2023,19189,2000,4.9,1626520,2025-03-11
Honda,CR-V,2020,38157,2500,4.1,1397937,2025-09-12
Mazda,RX-7,2023,9914,2000,4.3,2872354,2023-12-18
Nissan,X-Trail,2018,51734,2000,3.7,773811,2024-10-10
Mitsubishi,Lancer Evolution,2023,9720,2000,4.1,1389778,2024-07-28
Nissan,GT-R R35,2024,1000,3000,4.4,8304059,2025-03-25
Toyota,Land Cruiser 200,2021,36517,3500,4.0,2301629,2024-10-26
Mitsubishi,Lancer Evolution,2022,25750,2500,5.2,987301,2025-02-27
Lexus,GX 460,2015,93551,2000,3.4,1549025,2023-10-13
Mitsubishi,Lancer Evolution,2021,20404,2000,4.8,1247619,2025-02-25
Honda,CR-V,2023,7665,1500,4.4,727586,2024-11-01
Toyota,Land Cruiser 200,2022,22326,3500,4.3,2673527,2025-04-14
Lexus,LX 570,2023,9510,3500,5.2,5113388,2023-12-29
Honda,NSX,2022,27881,3500,4.1,1021596,2025-03-28
Porsche,911 Carrera,2023,10770,3500,4.5,3405634,2024-12-27
Mazda,RX-7,2024,1000,2500,4.9,3127626,2024-10-10
Nissan,X-Trail,2019,76999,2500,3.6,538928,2024-05-14
Honda,Accord,2019,42520,3000,4.2,1023885,2025-06-03
Porsche,Macan,2024,1000,2000,4.7,5224465,2025-01-25
Lexus,LX 570,2019,69599,4500,3.1,3188971,2024-08-17
Nissan,GT-R R35,2016,74068,3000,2.7,1694918,2024-12-27
Nissan,X-Trail,2020,38616,2000,4.2,1319772,2025-02-15
Lexus,LX 600,2023,17504,3500,5.1,3959906,2023-12-13
Honda,Accord,2015,112913,2000,3.1,500000,2024-03-05
Lexus,GX 460,2024,1910,3000,4.4,4513451,2025-01-27
Mazda,CX-9,2018,69367,2000,2.7,608034,2024-08-06
Mitsubishi,Lancer Evolution,2021,32348,2000,4.1,1040324,2023-12-12
Porsche,911 Carrera,2017,86812,3000,3.0,1928369,2024-06-28
Subaru,Forester,2022,28159,3000,5.0,2233708,2025-05-18
Porsche,911 Carrera,2020,35568,3500,4.3,2561354,2023-11-06
Mazda,CX-9,2021,31298,2000,3.7,508079,2025-03-08
Mitsubishi,Pajero,2022,18041,2500,4.8,805904,2024-07-06
Porsche,911 Carrera,2017,74904,3500,3.7,2861672,2024-12-08
Honda,CR-V,2018,64587,3000,2.6,500000,2024-01-15
Lexus,GX 460,2022,20311,2000,4.4,5350576,2025-01-21
Lexus,LX 600,2020,54752,4500,3.9,3006407,2024-08-07
Mazda,CX-5,2023,5310,2000,4.7,1596308,2025-09-08
Mazda,CX-5,2023,13750,2000,5.2,1542545,2025-01-20
Lexus,LX 600,2020,54297,3500,4.4,4454028,2025-02-12
Toyota,Prado,2021,33065,1500,3.7,1199486,2024-03-18
Mitsubishi,Outlander,2024,1000,2000,4.6,970052,2025-02-26
Mazda,RX-7,2022,21032,2500,4.5,2106144,2025-03-31
Nissan,Patrol,2020,55929,4500,3.9,661673,2025-03-20
Nissan,X-Trail,2016,88895,2000,3.5,500000,2025-03-09
Porsche,911 Carrera,2020,39663,3000,3.5,2916682,2024-05-07
Mazda,CX-9,2017,80608,2500,3.3,615055,2024-02-04
Mitsubishi,Lancer Evolution,2024,4343,2000,5.4,2358280,2023-12-07
Mitsubishi,Lancer Evolution,2022,26846,2000,5.0,1404844,2023-11-21
Porsche,Macan,2022,21379,2500,4.8,7077932,2023-12-29
Nissan,GT-R R35,2020,55133,3500,4.3,3703629,2024-10-06
Mitsubishi,Lancer Evolution,2021,34285,2000,3.5,705687,2024-11-12
Toyota,Prado,2015,131793,3000,3.6,500000,2025-07-18
Porsche,Macan,2022,28256,2500,5.2,4681105,2024-12-21
Porsche,Macan,2024,1595,1500,5.0,4711027,2024-01-07
Porsche,Macan,2024,1000,1500,4.5,6541049,2024-08-01
Mazda,CX-9,2020,35967,1500,4.3,1535556,2025-01-31
Subaru,Outback,2016,64779,2000,3.5,500000,2025-08-05
Mitsubishi,Lancer Evolution,2017,60511,2000,4.0,500000,2024-11-30
Mitsubishi,Pajero,2018,86107,2500,2.6,500000,2025-08-29
Mitsubishi,Pajero,2021,25434,2000,4.0,1480851,2023-11-20
Porsche,911 Carrera,2019,59569,3000,4.5,3572651,2025-05-24
Mazda,RX-7,2019,53544,2500,3.9,1237293,2024-01-21
Toyota,Land Cruiser,2016,113668,3500,2.8,550389,2023-10-25
Porsche,Macan,2023,8168,3000,4.5,7544004,2025-08-31
Honda,Accord,2016,101651,2000,3.2,500000,2025-09-11
Toyota,Prado,2019,55161,2000,4.1,1160698,2025-03-22
Subaru,Outback,2023,6726,1500,4.5,1392253,2025-03-31
Mitsubishi,Outlander,2022,15404,1500,5.0,1005681,2024-07-28
Toyota,Land Cruiser 300,2022,32362,3500,3.8,3267843,2024-05-19
Mitsubishi,Pajero,2020,54087,2000,4.2,1371754,2025-03-16
Porsche,911 Carrera,2020,51267,3000,4.2,2965319,2025-04-03
Nissan,X-Trail,2016,77631,3000,4.0,647965,2024-01-15
Mitsubishi,Lancer Evolution,2022,26019,2000,4.7,1640988,2024-07-31
Mitsubishi,Lancer Evolution,2020,41890,2000,4.4,697277,2024-10-16
Subaru,WRX STI,2024,1000,2500,5.2,1599717,2023-10-27
Mitsubishi,Pajero,2023,19149,1500,4.4,992919,2024-08-05
Mazda,CX-5,2023,10087,2000,4.2,2248412,2023-10-22
Mazda,RX-7,2022,22305,2500,4.9,2393239,2025-04-01
Mitsubishi,Outlander,2022,19766,2000,5.2,1100142,2025-01-17
Lexus,LX 600,2022,27225,3500,4.3,3020803,2024-11-07
Nissan,GT-R R35,2017,93072,3500,3.6,1648492,2025-02-23
Mitsubishi,Lancer Evolution,2021,30624,2500,3.5,500000,2024-09-02
Mitsubishi,Pajero,2018,73781,1500,3.3,500000,2025-05-12
Porsche,Macan,2019,69289,2500,3.8,3048729,2024-06-23
Subaru,WRX STI,2021,21356,2000,4.9,1695939,2025-02-09
Subaru,WRX STI,2024,2147,2000,4.4,2468060,2025-08-12
Porsche,911 Carrera,2022,28854,3800,5.0,7775695,2025-06-02
Mazda,CX-5,2019,46697,1500,4.2,1028398,2025-01-14
Toyota,Prado,2022,24438,1500,5.0,1638219,2024-07-06
Lexus,LX 570,2019,46619,3500,4.4,3878889,2024-10-04
Porsche,Macan,2016,107618,2000,2.7,652104,2024-11-12
Mitsubishi,Outlander,2022,14691,2000,4.8,2107637,2023-10-28
Lexus,LX 600,2024,1000,3500,4.8,6019636,2024-11-26
Toyota,Land Cruiser,2022,15313,3500,4.5,2096436,2024-05-28
Mitsubishi,Lancer Evolution,2017,78079,2500,3.8,882828,2025-01-13
Subaru,Forester,2021,28923,2500,4.6,1524689,2024-09-29
Nissan,Patrol,2022,19188,3500,4.2,1420392,2024-09-30
Honda,NSX,2022,30277,3800,4.0,2133323,2025-06-21
Mazda,CX-5,2022,14205,1500,4.7,1667366,2025-01-20
Toyota,Prado,2023,13513,1500,4.2,1402730,2025-03-27
Lexus,GX 460,2021,21376,2000,4.2,4642835,2025-10-01
Honda,Accord,2021,40593,2000,3.5,947197,2023-10-21
Subaru,WRX STI,2022,21445,2000,5.3,3037534,2024-10-28
Nissan,X-Trail,2021,33070,2500,4.0,703728,2024-05-22
Porsche,Cayenne,2022,25134,2000,4.0,3811856,2025-03-02
Nissan,X-Trail,2016,101631,2500,3.5,500000,2025-05-10
Honda,CR-V,2023,15233,2000,4.4,842510,2024-01-02
Subaru,Forester,2021,27554,3000,4.5,1254443,2024-08-06
Toyota,Land Cruiser,2017,104407,4500,3.0,868902,2023-12-23
Subaru,Forester,2017,75199,2500,3.5,500000,2024-04-01
Lexus,GX 460,2022,31797,1500,4.1,6380659,2025-01-01
Honda,NSX,2017,86305,3500,3.1,556950,2024-11-13
Mazda,CX-9,2017,66314,2000,2.8,500000,2024-09-24
Lexus,LX 600,2021,43079,3500,3.8,4764195,2024-12-30
Mazda,CX-9,2021,39963,1500,3.9,809102,2024-05-25
Porsche,Macan,2017,78162,1500,2.6,1946514,2024-12-19
Honda,CR-V,2023,9600,2000,4.7,1863404,2024-09-06
Mazda,CX-5,2023,14348,2500,4.2,2060779,2023-12-07
Porsche,Cayenne,2024,1000,1500,4.6,6520088,2025-01-04
Toyota,Land Cruiser 200,2021,37930,5700,4.3,3591757,2024-05-08
Porsche,Cayenne,2015,80570,3000,2.9,684322,2025-02-15
Mazda,CX-9,2020,38212,2500,4.1,1464056,2024-02-12
Nissan,Patrol,2020,39875,3500,4.3,1439405,2024-10-18
Mazda,RX-7,2021,41342,2000,4.3,1887420,2025-08-28
Mazda,RX-7,2023,15478,2000,4.8,2599060,2023-10-10
Mazda,CX-5,2018,68855,2500,2.6,516366,2023-12-01
Porsche,Macan,2023,11252,2000,4.1,4932830,2025-08-27
Mazda,RX-7,2017,64779,2000,2.6,515280,2023-11-30
Mazda,RX-7,2021,35429,2000,3.6,1432208,2025-02-20
Nissan,GT-R R35,2016,96796,3000,3.8,1718335,2024-06-24
Honda,NSX,2024,1000,3000,4.3,2450050,2023-10-09
Honda,Accord,2022,32665,1500,3.8,588792,2025-08-08
Porsche,Cayenne,2017,62226,1500,2.9,1422717,2023-11-29
Mitsubishi,Lancer Evolution,2024,1000,2500,4.6,1855989,2025-01-10
Mazda,RX-7,2016,102962,2000,3.1,514116,2025-05-07
Honda,NSX,2020,38161,3000,3.6,1796356,2024-07-14
Mitsubishi,Lancer Evolution,2022,19346,2500,4.4,727312,2025-04-25
Lexus,LX 600,2017,89669,4500,3.2,2323810,2025-07-16
Honda,NSX,2016,86420,3000,4.0,526819,2023-10-06
Nissan,Patrol,2023,8565,4500,4.6,2466543,2024-03-04
Nissan,Patrol,2018,64344,4500,3.1,603652,2024-11-05
Mazda,CX-9,2023,9661,2500,5.0,1004562,2024-09-29
Mazda,CX-5,2020,43472,2000,4.5,627859,2024-04-27
Subaru,WRX STI,2022,14449,2000,5.4,3283005,2024-05-11
Mitsubishi,Lancer Evolution,2024,1000,2500,5.0,1861569,2024-08-20
Subaru,Outback,2020,49381,2000,3.7,856293,2025-05-04
Lexus,LX 570,2021,30834,3500,3.5,3109816,2024-08-31
Subaru,Forester,2023,11777,2000,4.9,2260003,2025-07-14
Porsche,Macan,2022,19166,2500,4.4,4677146,2024-07-24
Nissan,Patrol,2022,15099,3500,4.7,1102302,2025-07-07
Lexus,LX 570,2022,28602,3500,4.3,4722237,2024-10-11
Toyota,Prado,2016,93903,2500,3.3,565951,2024-06-11
Lexus,NX,2018,84961,1500,3.8,2614426,2025-02-19
Mitsubishi,Pajero,2023,17379,2000,4.9,1051720,2025-09-27
Toyota,Land Cruiser 300,2019,46704,3500,4.1,3444281,2025-08-02
Porsche,911 Carrera,2020,30161,3500,3.7,3415151,2025-08-08
Toyota,Land Cruiser,2018,67931,3500,2.5,1114487,2024-05-05
Lexus,NX,2022,24259,2500,4.2,6334873,2024-08-18
Porsche,Cayenne,2020,52355,2000,4.4,5503968,2024-10-03
Subaru,Outback,2022,23808,2000,4.3,1932546,2024-09-09
Subaru,WRX STI,2018,57392,2000,3.3,999690,2025-01-24
Subaru,Forester,2018,78046,2500,3.1,500000,2025-04-11
Lexus,LX 570,2024,1000,4500,5.2,8925549,2025-06-17
Mazda,CX-9,2022,17816,3000,5.0,1965788,2024-05-25
Nissan,X-Trail,2021,32715,2000,3.9,1251143,2024-11-30
Lexus,GX 460,2023,8528,2000,4.3,6795639,2024-12-11
Nissan,GT-R R35,2024,3969,3500,5.3,5370528,2025-03-31
Subaru,Outback,2024,1000,2000,4.7,975973,2024-02-13
Nissan,Patrol,2018,85725,3500,3.0,731124,2023-11-16
Porsche,911 Carrera,2023,10930,3800,5.4,7911561,2024-10-04
Honda,Accord,2019,62706,2000,2.7,500000,2025-04-12
Porsche,Macan,2023,13484,2500,4.5,6468835,2024-01-06
Subaru,Outback,2023,12749,2500,5.3,1042364,2025-05-22
Mazda,RX-7,2022,23011,2500,5.3,1652404,2025-08-03
Mazda,CX-9,2016,94117,2500,3.1,500000,2024-08-27
Lexus,GX 460,2023,11528,2000,4.8,6618710,2023-12-02
Lexus,LX 570,2021,43514,4500,3.6,4620295,2025-07-10
Subaru,Forester,2022,24874,2500,5.1,864175,2024-07-07
Mitsubishi,Outlander,2020,37935,2500,4.2,1179222,2024-09-17
Porsche,Cayenne,2019,70954,2000,3.7,2522792,2023-10-06
Honda,NSX,2017,87426,3000,3.1,567196,2025-06-09
Honda,CR-V,2019,59222,2000,4.0,838448,2024-05-18
Mitsubishi,Pajero,2017,63982,3000,3.5,587455,2024-03-01
Honda,NSX,2020,50938,3500,4.3,1686174,2025-08-20
Subaru,Forester,2020,41707,2000,4.0,767949,2024-04-17
Honda,Accord,2022,26300,3000,4.5,668380,2025-03-22
Toyota,Prado,2018,52226,2000,3.9,993080,2024-02-14
Honda,NSX,2023,4518,3000,5.1,3562277,2024-10-24
Porsche,911 Carrera,2020,44835,3000,3.9,3823259,2025-02-19
Porsche,911 Carrera,2022,21441,3000,4.3,3022485,2025-04-27
Porsche,911 Carrera,2018,67480,3000,3.0,1869023,2024-10-21
Mazda,CX-5,2022,31720,2000,3.5,1406610,2025-05-21
Subaru,WRX STI,2021,39016,2500,4.3,1305469,2024-05-18
Lexus,NX,2021,37981,3000,4.2,3656411,2023-12-06
Nissan,Patrol,2015,89978,3500,3.0,500000,2024-01-14
Toyota,Land Cruiser,2015,84529,3500,2.6,500000,2024-05-25
Mitsubishi,Pajero,2021,31533,2000,4.4,1778749,2024-07-07
Porsche,911 Carrera,2021,30776,3500,3.6,3019888,2024-07-22
Porsche,Macan,2019,48581,2000,3.6,3127833,2024-09-10
Subaru,WRX STI,2017,97463,2000,3.7,795515,2024-02-16
Toyota,Land Cruiser 200,2016,81426,5700,2.8,971390,2024-06-18
Mitsubishi,Lancer Evolution,2015,124822,2000,3.9,500000,2024-03-05
Nissan,X-Trail,2024,1000,1500,4.6,1529782,2023-12-14
Mazda,CX-5,2021,35191,1500,3.8,1043536,2024-05-24
Mazda,CX-9,2023,9076,2500,4.8,864539,2025-04-18
Honda,Accord,2020,30854,2000,4.5,1691488,2024-07-04
